Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
32613,Customer Support,Female,42,Manager,2019-03-17 08:03:05.556036,5,Bachelor,5,9000.0,41,25,26,8,100,14,28,2,1.66,False
41077,Engineering,Female,52,Analyst,2014-11-02 08:03:05.556036,9,High School,5,6000.0,51,16,23,8,75,7,73,0,2.85,False
16784,Marketing,Male,38,Specialist,2020-03-23 08:03:05.556036,4,High School,2,5400.0,59,0,26,13,25,9,22,0,4.1,False
41131,HR,Female,54,Engineer,2024-07-23 08:03:05.556036,0,Bachelor,2,7200.0,55,37,4,0,100,14,74,0,4.37,False
78319,Marketing,Female,26,Manager,2024-08-09 08:03:05.556036,0,Bachelor,5,9000.0,44,15,14,8,25,3,76,2,1.1,False
72170,Operations,Male,52,Specialist,2014-11-09 08:03:05.556036,9,Bachelor,3,5850.0,55,38,22,10,50,17,83,1,4.99,False
4152,HR,Female,41,Analyst,2021-12-09 08:03:05.556036,2,Bachelor,2,4800.0,43,11,12,11,50,5,74,0,2.47,False
2363,Operations,Female,59,Analyst,2016-12-19 08:03:05.556036,7,Bachelor,5,6000.0,52,21,14,4,50,1,24,1,3.66,False
51011,HR,Female,23,Consultant,2020-06-01 08:03:05.556036,4,Bachelor,4,7700.0,35,10,14,7,100,10,76,0,1.02,True
18054,Marketing,Male,44,Manager,2015-11-07 08:03:05.556036,8,Bachelor,3,7800.0,32,47,23,6,25,6,92,2,2.23,True
72165,IT,Male,42,Developer,2016-01-30 08:03:05.556036,8,High School,2,6000.0,32,41,23,10,100,15,66,1,3.5,False
49025,Customer Support,Male,28,Technician,2018-03-24 08:03:05.556036,6,Bachelor,5,5250.0,49,3,3,5,25,17,97,2,2.28,True
80324,Customer Support,Male,59,Specialist,2021-03-13 08:03:05.556036,3,High School,5,6750.0,59,34,28,14,100,13,15,2,4.18,False
24136,Marketing,Male,49,Specialist,2021-01-29 08:03:05.556036,3,High School,2,5400.0,36,18,11,7,100,7,9,1,4.19,False
98556,IT,Male,45,Engineer,2022-06-17 08:03:05.556036,2,Master,2,7200.0,59,34,12,5,0,13,40,1,4.77,False
31745,Finance,Male,24,Consultant,2021-05-06 08:03:05.556036,3,Bachelor,2,6600.0,47,17,26,6,100,3,60,2,4.77,False
24934,Marketing,Male,40,Manager,2017-04-25 08:03:05.556036,7,Master,4,8400.0,41,3,26,5,50,14,2,0,3.2,False
73990,Engineering,Female,46,Technician,2015-06-08 08:03:05.556036,9,Bachelor,5,5250.0,48,29,16,5,50,2,47,0,3.65,False
43459,HR,Male,36,Specialist,2021-07-09 08:03:05.556036,3,PhD,2,5400.0,43,21,0,7,100,15,7,2,2.5,False
35942,Engineering,Female,40,Consultant,2017-06-08 08:03:05.556036,7,Bachelor,2,6600.0,30,43,21,12,0,14,44,2,1.87,False
11374,Engineering,Male,28,Engineer,2014-12-21 08:03:05.556036,9,High School,4,8400.0,54,6,22,11,50,12,51,0,1.91,False
2798,Engineering,Male,25,Specialist,2019-05-21 08:03:05.556036,5,High School,4,6300.0,31,21,0,7,100,15,50,0,2.33,False
24114,Marketing,Female,45,Technician,2020-02-01 08:03:05.556036,4,Bachelor,5,5250.0,44,25,25,10,75,3,14,1,2.77,True
69044,Legal,Male,49,Engineer,2021-05-30 08:03:05.556036,3,Bachelor,4,8400.0,52,43,26,10,75,2,23,0,1.91,False
52979,Operations,Female,37,Engineer,2015-10-07 08:03:05.556036,8,Bachelor,3,7800.0,34,11,8,13,50,7,92,0,1.23,False
10409,Finance,Male,43,Engineer,2015-06-20 08:03:05.556036,9,Master,3,7800.0,33,9,5,3,50,11,52,1,1.08,False
89556,Engineering,Male,39,Technician,2021-05-09 08:03:05.556036,3,Bachelor,4,4900.0,44,24,17,2,50,18,17,1,3.23,False
90464,IT,Female,29,Technician,2017-04-30 08:03:05.556036,7,Bachelor,1,3850.0,30,23,12,11,75,8,91,2,3.14,True
7317,Legal,Female,60,Developer,2022-06-22 08:03:05.556036,2,High School,4,7000.0,40,9,16,1,25,14,14,0,2.25,False
4546,Customer Support,Male,46,Consultant,2017-11-12 08:03:05.556036,6,Bachelor,3,7150.0,56,38,22,7,75,11,49,0,4.61,False
54916,Operations,Male,54,Analyst,2021-08-18 08:03:05.556036,3,Bachelor,5,6000.0,52,17,20,1,25,15,39,1,3.76,False
11505,Marketing,Male,55,Developer,2019-02-25 08:03:05.556036,5,PhD,3,6500.0,34,13,25,6,50,19,95,1,2.23,False
30850,Marketing,Male,49,Technician,2019-11-14 08:03:05.556036,4,Master,5,5250.0,41,12,13,6,75,19,36,2,3.36,False
59439,Finance,Female,42,Specialist,2021-09-01 08:03:05.556036,3,Bachelor,2,5400.0,45,48,4,11,100,11,52,2,2.09,False
25522,IT,Male,49,Developer,2024-08-22 08:03:05.556036,0,Bachelor,5,7500.0,34,19,24,10,25,6,9,1,2.85,False
19982,IT,Female,50,Developer,2015-07-07 08:03:05.556036,9,High School,4,7000.0,35,44,9,3,50,2,38,2,3.78,False
64722,Finance,Female,34,Specialist,2020-10-02 08:03:05.556036,3,High School,4,6300.0,33,18,17,3,75,2,81,2,2.77,False
78228,Finance,Male,33,Analyst,2018-05-29 08:03:05.556036,6,Master,3,5200.0,50,39,7,9,75,13,64,2,3.09,False
97908,Marketing,Male,45,Manager,2018-08-18 08:03:05.556036,6,Bachelor,3,7800.0,56,45,18,13,0,9,34,0,2.32,False
47700,Engineering,Male,29,Specialist,2023-04-28 08:03:05.556036,1,Bachelor,5,6750.0,59,9,0,0,0,19,6,1,4.0,False
77636,Customer Support,Male,22,Manager,2018-09-05 08:03:05.556036,6,Bachelor,1,6600.0,56,18,14,1,0,17,34,2,1.28,False
24036,HR,Female,58,Manager,2015-06-28 08:03:05.556036,9,High School,2,7200.0,47,7,10,12,75,14,6,1,1.2,True
96252,Marketing,Female,37,Manager,2019-09-06 08:03:05.556036,5,High School,1,6600.0,55,33,15,6,100,7,73,2,2.99,False
84914,Marketing,Male,51,Analyst,2020-08-18 08:03:05.556036,4,Bachelor,1,4400.0,55,10,16,4,75,6,94,2,1.48,False
33320,Sales,Male,59,Specialist,2014-09-13 08:03:05.556036,9,High School,4,6300.0,30,47,9,8,25,3,26,1,3.52,False
18733,Customer Support,Female,37,Technician,2015-04-28 08:03:05.556036,9,Master,4,4900.0,51,49,9,0,25,16,42,0,1.24,False
72181,HR,Male,36,Consultant,2018-03-16 08:03:05.556036,6,High School,1,6050.0,58,20,29,6,50,12,63,2,3.45,False
63744,IT,Other,39,Consultant,2022-08-19 08:03:05.556036,2,Master,4,7700.0,45,12,27,8,75,1,4,2,2.93,False
48528,HR,Male,47,Engineer,2016-06-30 08:03:05.556036,8,Bachelor,2,7200.0,51,31,23,1,50,19,17,1,2.13,False
96309,Sales,Female,49,Engineer,2021-11-25 08:03:05.556036,2,High School,1,6600.0,42,6,3,14,100,14,75,0,1.83,False
74498,Marketing,Female,49,Engineer,2020-11-18 08:03:05.556036,3,Bachelor,5,9000.0,55,7,12,13,50,2,27,1,3.98,False
56599,Finance,Male,31,Analyst,2014-09-20 08:03:05.556036,9,Bachelor,3,5200.0,37,49,9,1,50,10,62,0,3.06,False
96261,Sales,Male,30,Developer,2023-07-08 08:03:05.556036,1,Bachelor,3,6500.0,46,39,25,10,25,9,84,1,1.7,False
82212,Customer Support,Female,32,Engineer,2020-03-07 08:03:05.556036,4,Bachelor,1,6600.0,55,38,6,2,75,12,55,2,1.17,False
82020,Customer Support,Female,40,Developer,2016-09-26 08:03:05.556036,7,Bachelor,2,6000.0,44,23,13,13,75,12,28,0,4.36,False
30418,Operations,Female,48,Specialist,2014-09-30 08:03:05.556036,9,Bachelor,1,4950.0,31,13,28,11,50,7,84,2,1.81,False
6844,IT,Male,23,Developer,2023-09-16 08:03:05.556036,0,Bachelor,2,6000.0,46,7,19,5,0,6,56,0,1.59,True
9854,Engineering,Other,57,Consultant,2023-05-14 08:03:05.556036,1,High School,2,6600.0,59,42,15,4,50,11,7,0,3.18,False
46218,Finance,Male,37,Developer,2017-02-12 08:03:05.556036,7,Bachelor,4,7000.0,42,23,15,9,50,14,54,1,2.66,False
48404,IT,Female,58,Consultant,2018-09-26 08:03:05.556036,5,Bachelor,5,8250.0,36,8,14,9,100,19,97,0,1.23,False
62855,Customer Support,Male,36,Specialist,2022-05-19 08:03:05.556036,2,High School,2,5400.0,40,27,27,0,75,2,92,1,3.22,False
39814,Legal,Male,60,Engineer,2016-03-16 08:03:05.556036,8,Bachelor,1,6600.0,56,35,1,10,100,8,51,2,2.07,True
91765,Sales,Female,51,Specialist,2019-11-22 08:03:05.556036,4,High School,1,4950.0,36,2,23,0,75,4,45,2,2.37,False
98805,Legal,Female,23,Developer,2017-07-12 08:03:05.556036,7,Bachelor,5,7500.0,37,25,3,2,25,8,93,2,1.21,False
23000,Operations,Male,55,Engineer,2022-04-14 08:03:05.556036,2,High School,1,6600.0,31,37,5,12,100,19,45,2,1.66,False
82606,Legal,Female,55,Manager,2018-09-28 08:03:05.556036,5,Bachelor,1,6600.0,47,41,2,0,0,3,56,1,2.91,False
84015,Marketing,Male,55,Specialist,2015-01-21 08:03:05.556036,9,Master,2,5400.0,55,7,12,10,25,10,94,0,4.99,False
28327,IT,Male,46,Technician,2021-10-19 08:03:05.556036,2,High School,5,5250.0,58,3,28,9,0,9,50,2,4.52,False
76915,Engineering,Male,36,Manager,2017-09-20 08:03:05.556036,6,Bachelor,3,7800.0,31,5,11,10,0,4,59,0,4.3,True
61653,Sales,Male,32,Engineer,2016-06-14 08:03:05.556036,8,Bachelor,2,7200.0,45,2,11,7,0,3,23,2,2.19,False
58992,Engineering,Female,38,Consultant,2022-01-02 08:03:05.556036,2,PhD,2,6600.0,35,39,12,13,50,19,62,1,1.4,False
20275,Customer Support,Male,45,Specialist,2024-05-21 08:03:05.556036,0,Master,5,6750.0,47,20,11,4,25,11,73,0,1.02,False
74018,HR,Female,60,Technician,2021-02-01 08:03:05.556036,3,Bachelor,2,4200.0,52,29,14,12,0,9,22,0,3.87,False
16130,HR,Male,43,Consultant,2021-05-13 08:03:05.556036,3,Bachelor,1,6050.0,49,43,14,8,25,7,49,2,2.82,False
42948,Engineering,Male,40,Developer,2023-04-06 08:03:05.556036,1,High School,1,5500.0,38,10,24,6,100,5,67,2,4.81,False
56276,Finance,Male,41,Technician,2020-07-28 08:03:05.556036,4,High School,2,4200.0,46,24,20,14,100,10,36,0,2.52,False
6314,HR,Female,41,Analyst,2016-08-15 08:03:05.556036,8,Bachelor,4,5600.0,34,42,1,12,0,5,95,2,3.55,False
29392,IT,Male,52,Technician,2017-05-20 08:03:05.556036,7,Bachelor,4,4900.0,37,10,29,0,50,1,67,2,2.44,False
19527,Operations,Female,24,Manager,2016-09-28 08:03:05.556036,7,Bachelor,4,8400.0,47,16,23,2,0,5,58,1,1.56,False
11862,Engineering,Female,47,Developer,2017-02-16 08:03:05.556036,7,Bachelor,3,6500.0,37,37,3,0,0,2,67,2,2.63,False
47454,Sales,Male,47,Engineer,2019-03-16 08:03:05.556036,5,Master,3,7800.0,53,23,13,11,50,15,71,1,1.51,False
29455,IT,Female,31,Developer,2015-09-03 08:03:05.556036,9,Master,1,5500.0,60,36,15,7,100,5,1,1,2.66,False
67927,IT,Male,42,Engineer,2018-11-08 08:03:05.556036,5,Bachelor,3,7800.0,47,8,5,1,50,2,23,1,2.54,False
36926,Sales,Male,60,Engineer,2015-08-03 08:03:05.556036,9,High School,5,9000.0,52,46,23,0,75,3,64,0,4.04,False
73826,Customer Support,Female,25,Technician,2022-12-14 08:03:05.556036,1,Master,1,3850.0,36,41,18,8,50,5,69,0,4.01,False
7202,Sales,Female,26,Technician,2022-11-16 08:03:05.556036,1,Bachelor,4,4900.0,49,42,21,8,25,2,1,0,3.34,False
20173,Finance,Female,29,Consultant,2020-07-17 08:03:05.556036,4,Bachelor,1,6050.0,58,27,29,12,0,11,46,2,2.8,False
82039,HR,Female,31,Engineer,2021-04-12 08:03:05.556036,3,High School,1,6600.0,51,39,2,3,50,7,75,1,3.39,False
81480,IT,Male,43,Manager,2015-02-04 08:03:05.556036,9,Master,4,8400.0,56,4,10,7,0,2,24,1,4.17,False
42658,IT,Male,46,Specialist,2022-04-15 08:03:05.556036,2,High School,5,6750.0,45,25,5,13,50,9,79,0,2.81,False
41456,Customer Support,Male,27,Technician,2018-03-18 08:03:05.556036,6,Master,5,5250.0,52,18,8,11,100,4,79,0,4.13,False
59251,Customer Support,Female,43,Consultant,2021-01-14 08:03:05.556036,3,High School,1,6050.0,37,27,15,0,50,16,79,1,1.43,False
70347,Marketing,Female,30,Technician,2018-12-06 08:03:05.556036,5,Master,3,4550.0,57,6,3,12,0,17,20,1,3.96,False
41649,Operations,Other,43,Consultant,2018-05-09 08:03:05.556036,6,Bachelor,2,6600.0,55,48,12,7,50,8,13,0,2.79,False
88791,IT,Female,27,Analyst,2020-11-15 08:03:05.556036,3,Bachelor,3,5200.0,57,34,29,13,25,6,24,0,1.9,False
74053,HR,Male,49,Analyst,2017-01-07 08:03:05.556036,7,High School,4,5600.0,40,48,26,13,100,15,63,0,3.46,True
31079,Legal,Female,55,Analyst,2016-05-11 08:03:05.556036,8,Bachelor,5,6000.0,42,7,14,11,25,11,11,2,3.27,False
58795,IT,Other,56,Analyst,2016-06-12 08:03:05.556036,8,High School,4,5600.0,48,45,29,14,0,9,64,0,3.82,False
49036,Marketing,Female,24,Engineer,2022-04-11 08:03:05.556036,2,PhD,1,6600.0,41,37,2,8,0,18,85,1,1.76,False
96033,Sales,Female,24,Developer,2021-11-29 08:03:05.556036,2,High School,4,7000.0,42,48,27,10,25,6,0,2,4.54,False
78823,Finance,Female,35,Analyst,2018-01-26 08:03:05.556036,6,High School,3,5200.0,49,24,28,9,50,3,74,0,3.45,False
90308,Engineering,Female,23,Manager,2023-05-26 08:03:05.556036,1,Master,4,8400.0,35,13,4,2,75,8,29,0,1.92,False
57769,Finance,Female,24,Technician,2015-05-30 08:03:05.556036,9,Bachelor,2,4200.0,47,25,6,4,25,6,16,2,1.08,False
55139,Sales,Female,30,Consultant,2021-04-13 08:03:05.556036,3,Master,3,7150.0,46,25,25,8,25,10,81,1,2.76,False
91691,Sales,Female,28,Technician,2019-11-30 08:03:05.556036,4,Bachelor,2,4200.0,34,47,27,13,0,14,68,2,4.98,False
7337,Engineering,Female,46,Specialist,2018-06-28 08:03:05.556036,6,Bachelor,1,4950.0,47,29,18,9,100,9,97,0,4.07,False
25926,Customer Support,Male,52,Manager,2017-11-15 08:03:05.556036,6,Master,1,6600.0,60,38,15,10,100,4,56,1,2.42,False
29414,Engineering,Female,44,Specialist,2022-04-26 08:03:05.556036,2,High School,3,5850.0,50,22,4,0,75,4,51,1,4.75,False
91855,Marketing,Female,35,Specialist,2018-11-04 08:03:05.556036,5,Bachelor,1,4950.0,48,49,8,3,75,1,9,2,4.43,False
52828,Marketing,Male,33,Developer,2017-04-18 08:03:05.556036,7,High School,1,5500.0,47,29,8,4,75,4,23,0,2.84,True
62998,HR,Male,46,Developer,2022-04-30 08:03:05.556036,2,Bachelor,2,6000.0,52,36,15,11,75,10,90,2,1.5,True
67870,Finance,Female,28,Analyst,2022-03-20 08:03:05.556036,2,High School,2,4800.0,46,46,10,13,0,18,83,0,1.01,False
34911,Finance,Male,45,Technician,2019-08-14 08:03:05.556036,5,High School,3,4550.0,47,44,1,9,0,17,98,2,4.68,False
1550,Legal,Male,48,Engineer,2023-11-30 08:03:05.556036,0,Bachelor,1,6600.0,48,25,28,4,50,18,3,2,2.87,False
28304,Operations,Female,43,Developer,2020-10-24 08:03:05.556036,3,High School,5,7500.0,30,48,29,8,75,17,67,0,4.77,False
50012,HR,Other,24,Consultant,2022-08-20 08:03:05.556036,2,High School,4,7700.0,59,48,11,14,25,16,83,1,2.39,False
19665,Legal,Other,45,Manager,2018-11-27 08:03:05.556036,5,PhD,4,8400.0,56,3,13,0,75,9,39,1,2.49,False
65881,Operations,Female,34,Consultant,2020-12-01 08:03:05.556036,3,Bachelor,5,8250.0,49,4,17,11,75,6,48,1,2.49,False
66583,Engineering,Male,26,Consultant,2018-03-13 08:03:05.556036,6,Master,1,6050.0,38,45,15,4,25,1,14,2,2.53,True
73016,Finance,Female,58,Manager,2017-01-27 08:03:05.556036,7,Bachelor,2,7200.0,45,2,9,9,75,13,78,1,3.18,False
69026,IT,Male,51,Engineer,2017-02-28 08:03:05.556036,7,Bachelor,5,9000.0,57,29,14,1,100,9,53,0,1.96,False
46017,IT,Female,48,Technician,2016-11-27 08:03:05.556036,7,Bachelor,2,4200.0,49,4,10,6,100,15,72,0,1.05,False
789,Operations,Female,39,Engineer,2015-09-05 08:03:05.556036,9,Bachelor,5,9000.0,38,10,4,1,100,15,49,1,2.51,False
61729,Sales,Female,42,Analyst,2020-09-02 08:03:05.556036,4,Bachelor,2,4800.0,37,25,22,7,0,17,29,1,4.44,False
62976,Sales,Female,39,Engineer,2022-02-08 08:03:05.556036,2,Bachelor,5,9000.0,37,27,10,5,0,12,39,2,1.25,False
38309,Engineering,Female,48,Analyst,2023-11-09 08:03:05.556036,0,High School,2,4800.0,50,42,2,8,0,10,2,1,4.34,False
83564,Legal,Female,23,Analyst,2021-02-04 08:03:05.556036,3,Bachelor,3,5200.0,45,43,18,11,50,7,65,0,2.73,False
86111,Legal,Male,38,Manager,2020-12-31 08:03:05.556036,3,Bachelor,5,9000.0,35,23,1,0,25,1,33,2,2.43,False
65238,Marketing,Other,34,Engineer,2018-04-14 08:03:05.556036,6,High School,1,6600.0,30,49,18,6,100,5,73,2,1.69,False
9843,Finance,Female,22,Manager,2018-11-24 08:03:05.556036,5,Bachelor,5,9000.0,51,31,12,5,50,17,87,0,3.16,False
88064,IT,Male,35,Developer,2018-06-23 08:03:05.556036,6,Master,3,6500.0,59,3,23,14,0,18,30,0,2.21,False
16099,Engineering,Male,43,Developer,2021-10-24 08:03:05.556036,2,Bachelor,1,5500.0,52,21,10,7,75,17,30,2,2.5,False
97293,IT,Male,38,Manager,2017-10-29 08:03:05.556036,6,Bachelor,5,9000.0,39,11,17,8,100,1,88,2,4.57,False
57504,Sales,Male,25,Analyst,2022-08-01 08:03:05.556036,2,High School,1,4400.0,43,20,12,5,0,13,19,0,3.68,False
81968,Customer Support,Female,23,Specialist,2020-10-13 08:03:05.556036,3,High School,3,5850.0,34,8,4,0,0,2,30,2,1.94,False
36981,Operations,Male,41,Developer,2018-03-07 08:03:05.556036,6,High School,1,5500.0,55,18,0,2,75,5,49,1,4.69,False
82774,Marketing,Female,41,Developer,2020-01-03 08:03:05.556036,4,PhD,5,7500.0,56,41,4,9,75,18,3,1,1.02,True
89505,Finance,Male,37,Technician,2016-07-08 08:03:05.556036,8,High School,3,4550.0,39,45,16,9,100,3,84,1,4.3,False
69220,Finance,Male,40,Technician,2021-10-18 08:03:05.556036,2,Bachelor,3,4550.0,52,46,28,0,100,10,27,2,2.66,False
41508,Operations,Male,24,Developer,2015-09-02 08:03:05.556036,9,Bachelor,3,6500.0,55,9,9,2,100,12,76,1,1.22,False
56406,Legal,Male,54,Technician,2024-01-20 08:03:05.556036,0,PhD,5,5250.0,60,39,12,10,25,2,46,1,1.74,False
72156,Operations,Male,43,Developer,2015-07-10 08:03:05.556036,9,High School,1,5500.0,58,9,13,1,25,13,75,1,3.73,False
31410,Finance,Female,49,Manager,2023-08-21 08:03:05.556036,1,Bachelor,1,6600.0,40,13,2,13,50,9,84,2,1.83,False
57968,Engineering,Male,54,Analyst,2020-09-11 08:03:05.556036,3,Bachelor,5,6000.0,56,21,29,10,25,15,21,1,1.58,False
73338,Sales,Male,28,Consultant,2018-03-31 08:03:05.556036,6,High School,5,8250.0,37,4,27,11,75,17,84,2,3.17,False
46421,Sales,Male,39,Consultant,2023-12-27 08:03:05.556036,0,Bachelor,2,6600.0,58,30,10,9,100,6,70,0,4.31,False
53830,Marketing,Female,56,Manager,2016-11-09 08:03:05.556036,7,Bachelor,2,7200.0,40,15,22,13,25,3,34,1,3.65,False
68923,IT,Female,59,Technician,2023-11-04 08:03:05.556036,0,Bachelor,3,4550.0,44,3,24,11,25,9,51,2,3.83,False
2213,Engineering,Male,52,Technician,2017-06-25 08:03:05.556036,7,High School,2,4200.0,30,42,18,1,25,15,15,1,1.76,False
52540,IT,Male,53,Specialist,2021-10-05 08:03:05.556036,2,Bachelor,2,5400.0,45,43,3,8,75,9,22,1,2.47,False
95696,Legal,Female,40,Manager,2019-11-06 08:03:05.556036,4,High School,3,7800.0,51,6,16,7,100,10,74,1,3.08,False
4832,HR,Male,44,Consultant,2018-03-15 08:03:05.556036,6,Bachelor,2,6600.0,57,0,24,13,0,4,87,0,2.04,False
93051,Legal,Female,28,Consultant,2018-03-12 08:03:05.556036,6,High School,5,8250.0,52,38,2,7,100,1,61,1,4.02,False
13774,HR,Female,40,Consultant,2015-11-10 08:03:05.556036,8,Bachelor,1,6050.0,37,28,18,5,100,4,46,0,2.11,False
98296,Customer Support,Male,37,Manager,2015-06-27 08:03:05.556036,9,Master,5,9000.0,54,22,8,11,0,15,15,2,4.42,False
37180,Sales,Male,32,Developer,2017-09-14 08:03:05.556036,6,Bachelor,4,7000.0,34,25,10,11,75,6,46,1,3.28,False
96712,Sales,Female,59,Technician,2015-01-27 08:03:05.556036,9,Master,5,5250.0,50,17,5,9,75,15,15,2,4.45,False
57888,Finance,Female,56,Manager,2023-07-09 08:03:05.556036,1,Bachelor,1,6600.0,48,47,17,1,75,17,83,1,1.72,False
19525,Finance,Female,23,Technician,2020-09-01 08:03:05.556036,4,Bachelor,4,4900.0,53,41,20,6,50,17,45,0,4.14,False
53278,Engineering,Female,27,Consultant,2023-11-17 08:03:05.556036,0,Bachelor,5,8250.0,47,36,19,3,100,13,71,1,1.55,True
62334,Sales,Female,33,Consultant,2018-06-24 08:03:05.556036,6,Bachelor,5,8250.0,40,30,21,10,25,12,51,0,1.21,False
36961,Legal,Male,57,Manager,2018-04-07 08:03:05.556036,6,Bachelor,5,9000.0,32,19,27,3,0,19,62,1,4.79,False
22123,Finance,Other,42,Engineer,2016-04-20 08:03:05.556036,8,Bachelor,5,9000.0,49,8,8,5,0,9,55,2,1.65,False
75710,HR,Male,49,Engineer,2015-07-18 08:03:05.556036,9,PhD,5,9000.0,47,39,5,8,25,8,72,0,3.63,True
12967,Marketing,Female,24,Manager,2017-09-20 08:03:05.556036,6,Master,1,6600.0,52,2,7,1,75,19,40,1,4.14,False
18167,Sales,Female,50,Manager,2022-04-18 08:03:05.556036,2,Bachelor,3,7800.0,50,34,0,1,25,19,80,0,1.39,False
35481,Marketing,Female,53,Manager,2023-12-22 08:03:05.556036,0,Bachelor,3,7800.0,49,47,11,10,75,16,78,1,3.19,False
95853,Finance,Female,36,Specialist,2015-10-25 08:03:05.556036,8,High School,3,5850.0,39,12,15,13,25,17,77,0,4.22,False
43296,Legal,Female,24,Engineer,2023-09-21 08:03:05.556036,0,Master,2,7200.0,45,9,5,10,50,9,70,2,4.97,False
63284,Legal,Female,33,Developer,2024-06-08 08:03:05.556036,0,High School,1,5500.0,31,46,10,3,25,2,0,2,4.02,False
30335,Operations,Male,49,Consultant,2019-01-07 08:03:05.556036,5,Bachelor,4,7700.0,54,12,16,11,100,2,9,2,1.33,False
71660,Finance,Female,28,Engineer,2024-04-05 08:03:05.556036,0,Master,1,6600.0,38,1,5,7,75,12,57,0,1.12,False
65936,Sales,Male,58,Specialist,2017-12-11 08:03:05.556036,6,PhD,4,6300.0,43,46,5,3,0,4,37,0,1.37,False
3167,HR,Male,57,Developer,2022-08-02 08:03:05.556036,2,Master,5,7500.0,49,11,22,0,25,17,80,2,4.27,False
68234,Operations,Female,23,Developer,2020-09-09 08:03:05.556036,3,Bachelor,3,6500.0,34,42,17,1,75,7,53,2,1.06,False
43166,HR,Male,25,Developer,2015-09-20 08:03:05.556036,8,Bachelor,5,7500.0,36,29,23,6,25,7,51,2,3.63,True
68967,HR,Male,29,Manager,2022-11-18 08:03:05.556036,1,Bachelor,2,7200.0,60,20,13,2,50,6,13,2,3.23,False
52294,Marketing,Male,31,Analyst,2022-10-10 08:03:05.556036,1,PhD,5,6000.0,37,0,25,3,25,16,89,0,2.55,False
25012,Operations,Female,39,Specialist,2015-10-22 08:03:05.556036,8,Bachelor,2,5400.0,49,12,4,11,0,11,22,1,2.71,False
97549,Engineering,Male,36,Manager,2016-05-02 08:03:05.556036,8,Bachelor,2,7200.0,44,40,11,4,100,7,91,0,4.85,False
46129,Legal,Female,53,Manager,2017-03-05 08:03:05.556036,7,Bachelor,2,7200.0,39,48,19,5,75,16,80,2,1.66,True
39184,IT,Female,27,Consultant,2024-01-04 08:03:05.556036,0,Bachelor,1,6050.0,56,12,15,0,100,15,84,1,2.21,False
77745,HR,Male,46,Specialist,2018-09-22 08:03:05.556036,5,Bachelor,4,6300.0,35,23,29,9,75,10,88,0,1.88,False
75308,Engineering,Male,30,Specialist,2018-03-17 08:03:05.556036,6,High School,1,4950.0,45,21,0,6,100,14,41,1,1.5,False
9846,HR,Male,26,Consultant,2024-01-15 08:03:05.556036,0,Bachelor,4,7700.0,43,5,29,13,100,13,69,1,1.2,False
39549,Legal,Male,49,Engineer,2024-08-25 08:03:05.556036,0,Bachelor,1,6600.0,48,15,5,10,0,5,70,0,1.74,False
24935,Marketing,Male,53,Specialist,2015-02-19 08:03:05.556036,9,High School,3,5850.0,58,4,14,11,75,2,99,0,4.97,False
28602,IT,Female,29,Technician,2017-11-06 08:03:05.556036,6,High School,3,4550.0,32,17,16,10,100,4,84,1,3.72,True
19125,HR,Female,53,Engineer,2022-05-26 08:03:05.556036,2,Bachelor,2,7200.0,40,42,28,13,100,14,42,1,3.82,False
47494,Marketing,Female,52,Engineer,2017-05-13 08:03:05.556036,7,Bachelor,1,6600.0,54,35,29,11,100,5,33,0,3.03,True
10982,Customer Support,Female,48,Specialist,2015-09-14 08:03:05.556036,8,High School,1,4950.0,48,2,26,0,50,11,33,1,4.22,True
12770,Finance,Female,38,Consultant,2020-04-02 08:03:05.556036,4,Bachelor,5,8250.0,42,0,7,14,25,11,78,1,4.41,False
89013,Customer Support,Female,54,Developer,2019-01-23 08:03:05.556036,5,High School,5,7500.0,52,28,23,7,25,17,21,1,4.07,False
72812,Engineering,Male,43,Developer,2020-03-18 08:03:05.556036,4,PhD,3,6500.0,39,34,9,5,0,17,69,0,3.1,True
50207,Marketing,Female,23,Technician,2016-07-18 08:03:05.556036,8,High School,4,4900.0,48,18,22,4,75,9,80,0,2.44,False
80996,Finance,Male,55,Developer,2020-11-29 08:03:05.556036,3,Master,2,6000.0,32,18,24,10,75,18,8,0,2.25,False
15836,Sales,Male,23,Engineer,2022-08-27 08:03:05.556036,2,Bachelor,3,7800.0,51,13,18,2,50,9,39,0,4.27,False
20136,Legal,Male,53,Manager,2020-10-10 08:03:05.556036,3,Master,3,7800.0,47,35,10,11,50,16,42,0,3.9,False
58396,Finance,Male,23,Developer,2023-03-16 08:03:05.556036,1,Master,4,7000.0,57,41,4,14,75,4,37,1,4.62,False
54926,Operations,Female,26,Engineer,2024-04-26 08:03:05.556036,0,Master,2,7200.0,38,43,9,7,25,3,39,0,3.95,False
58699,HR,Female,50,Consultant,2021-10-23 08:03:05.556036,2,Bachelor,4,7700.0,56,35,1,6,75,16,51,2,4.48,False
81436,Engineering,Male,53,Specialist,2023-01-06 08:03:05.556036,1,High School,4,6300.0,54,17,18,12,100,10,11,1,2.25,False
