Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
0,1,33,1,7,0,3,7800.0,47,30,24,12,50,4,38,0,3.25,0
3,2,50,0,0,2,3,7800.0,50,3,26,14,0,2,17,2,2.94,0
6,2,48,0,3,2,3,7800.0,49,17,28,5,100,13,13,2,3.91,1
1,1,24,5,4,1,2,6000.0,37,39,27,8,75,15,21,1,1.35,0
7,1,32,6,4,1,3,7150.0,58,19,15,14,0,15,16,1,3.42,0
5,2,40,6,6,1,2,6600.0,37,35,26,9,25,16,99,2,2.94,0
5,1,30,0,9,1,3,7800.0,59,14,18,6,25,10,59,1,3.26,1
5,2,34,1,7,1,2,7200.0,55,41,1,11,0,11,58,1,3.97,0
5,2,28,2,2,0,2,4800.0,46,46,10,13,0,18,83,0,1.01,0
0,1,37,5,1,0,2,6000.0,50,31,8,6,100,12,69,0,2.77,0
1,2,38,6,8,2,5,8250.0,36,32,10,9,0,3,84,2,2.67,0
1,2,23,3,8,0,4,4900.0,48,18,22,4,75,9,80,0,2.44,0
2,2,46,1,7,1,3,7800.0,42,4,28,10,100,19,11,0,4.25,0
3,2,45,6,1,0,5,8250.0,33,42,21,5,100,9,6,0,1.83,0
7,2,50,4,7,1,5,6750.0,32,46,28,8,100,17,36,1,1.29,0
2,2,24,1,8,0,2,7200.0,60,4,21,4,100,14,0,2,2.69,0
3,2,60,2,8,0,4,5600.0,31,29,21,14,0,9,86,2,2.33,0
3,1,51,4,2,1,2,5400.0,36,44,6,13,0,2,64,0,2.39,0
5,2,46,6,6,0,2,6600.0,50,24,7,8,25,3,7,1,2.43,0
2,2,42,4,4,0,4,6300.0,58,19,1,0,0,7,95,2,1.4,0
2,1,49,6,5,1,4,7700.0,54,12,16,11,100,2,9,2,1.33,0
5,0,27,5,1,3,3,6500.0,48,35,12,6,0,10,12,2,3.2,0
6,2,48,3,7,1,2,4200.0,49,4,10,6,100,15,72,0,1.05,0
5,2,59,1,6,2,1,6600.0,42,0,14,11,0,14,26,1,1.14,0
8,2,60,0,6,1,1,6600.0,38,47,5,4,50,14,27,0,3.22,0
1,2,56,0,7,3,3,7800.0,46,9,19,12,100,16,18,2,1.4,0
8,1,47,1,0,1,2,7200.0,31,43,11,4,50,11,91,2,3.17,0
4,1,24,3,8,0,2,4200.0,58,41,5,8,50,8,55,2,1.18,0
1,2,55,1,2,0,1,6600.0,32,19,24,9,0,12,77,0,2.28,0
4,2,37,1,2,0,2,7200.0,44,31,29,14,100,14,47,2,3.97,0
0,1,58,6,9,1,3,7150.0,35,11,17,0,25,15,47,1,3.0,0
3,1,50,6,9,1,4,7700.0,32,9,17,4,0,8,42,0,4.38,1
5,2,58,2,3,1,5,6000.0,41,5,4,3,50,12,12,0,1.04,0
7,1,32,2,0,1,2,4800.0,42,35,0,14,100,8,34,2,1.1,0
5,2,33,4,4,0,2,5400.0,39,2,25,14,75,6,62,0,1.91,0
2,2,31,1,5,1,4,8400.0,48,41,17,4,50,7,53,0,2.64,0
3,1,39,5,1,0,5,7500.0,53,39,11,14,100,16,96,0,4.41,0
3,1,59,3,9,2,5,5250.0,35,47,15,1,25,3,37,2,4.05,1
7,1,45,2,5,1,1,4400.0,39,24,23,4,75,17,90,2,3.03,0
3,1,40,0,3,0,3,7800.0,49,37,6,5,75,1,26,2,4.51,1
3,2,36,5,9,0,5,7500.0,55,34,5,12,0,11,12,2,3.49,0
8,2,52,2,6,1,1,4400.0,43,46,6,3,50,8,76,1,2.77,0
7,2,40,0,5,2,2,7200.0,47,7,26,14,0,18,8,0,3.67,0
8,1,50,4,6,1,2,5400.0,51,26,0,12,50,14,84,1,1.92,0
5,2,44,1,0,1,2,7200.0,43,37,14,9,50,14,70,2,3.19,1
5,1,49,0,5,0,3,7800.0,38,34,25,11,75,15,26,0,1.65,0
2,1,36,4,8,1,2,5400.0,53,10,8,12,75,14,47,0,3.5,0
8,2,23,5,4,2,2,6000.0,45,32,23,10,50,6,79,1,4.95,1
8,2,59,5,2,0,3,6500.0,34,12,23,5,50,9,82,2,4.64,0
1,1,45,1,9,0,3,7800.0,31,48,9,0,0,15,23,1,1.69,0
1,1,44,0,1,1,3,7800.0,42,24,13,4,25,5,66,1,1.63,1
3,2,55,5,1,1,1,5500.0,57,8,27,7,50,5,23,0,2.59,0
8,2,53,1,7,3,2,7200.0,43,35,8,7,50,8,97,2,3.45,1
6,2,38,4,2,2,4,6300.0,44,8,6,1,100,19,11,0,2.58,0
3,1,52,2,7,1,2,4800.0,45,3,19,3,75,17,24,1,2.94,0
0,2,43,5,9,2,3,6500.0,47,10,29,13,0,16,80,2,2.41,0
4,1,29,3,7,3,2,4200.0,60,29,16,2,25,15,73,2,2.02,0
2,1,52,2,8,1,3,5200.0,44,35,24,1,75,11,10,0,4.05,0
0,2,25,4,9,0,2,5400.0,57,29,28,9,50,17,72,1,4.48,0
0,2,39,6,5,2,4,7700.0,47,4,17,3,100,13,97,2,4.53,0
1,1,24,1,6,1,4,8400.0,59,43,7,12,100,5,25,1,3.06,0
0,1,36,5,7,1,2,6000.0,41,15,21,8,0,18,74,2,2.46,1
1,2,60,0,8,1,4,8400.0,31,23,11,9,50,9,51,1,4.18,0
2,1,43,4,1,0,5,6750.0,43,0,21,7,75,17,81,1,4.38,0
2,2,31,5,9,2,5,7500.0,48,25,21,10,25,11,87,0,3.37,0
0,2,34,4,0,1,1,4950.0,58,29,14,13,25,18,44,2,4.21,0
5,0,32,3,9,1,5,5250.0,32,41,9,10,75,10,40,2,2.86,0
7,1,29,3,7,0,4,4900.0,60,15,12,1,50,4,96,0,2.34,0
4,1,24,3,5,3,3,4550.0,48,9,24,7,25,17,83,0,3.75,0
0,0,26,6,3,3,1,6050.0,52,0,18,1,100,16,69,1,4.75,0
8,1,59,1,8,0,3,7800.0,54,7,6,13,100,16,52,2,3.36,0
2,2,39,2,8,0,4,5600.0,32,22,17,5,25,10,87,2,4.84,0
0,1,31,6,3,0,3,7150.0,37,14,22,13,0,6,65,2,1.5,0
2,1,32,6,8,0,4,7700.0,59,43,12,10,100,15,8,2,2.36,1
0,1,38,4,2,2,2,5400.0,57,12,3,14,75,3,58,0,3.8,0
2,2,45,4,3,2,5,6750.0,55,31,15,4,100,10,69,1,1.8,0
0,2,27,0,5,0,2,7200.0,41,15,15,9,50,14,54,2,3.71,1
0,1,36,4,9,1,3,5850.0,54,1,16,3,25,2,82,1,4.51,1
6,2,38,3,4,1,3,4550.0,41,37,23,6,100,6,5,0,1.17,0
1,2,55,5,1,2,3,6500.0,35,2,2,13,25,19,91,1,1.91,0
2,2,47,2,6,1,1,4400.0,43,2,1,10,0,3,41,2,1.62,1
5,2,55,4,6,1,5,6750.0,35,49,29,2,25,2,61,1,4.47,1
6,2,29,3,6,0,3,4550.0,32,17,16,10,100,4,84,1,3.72,1
4,2,25,0,5,1,4,8400.0,35,33,24,12,0,9,34,0,4.37,0
7,2,57,0,2,1,1,6600.0,35,2,19,1,75,17,91,0,4.22,0
7,2,26,5,0,2,4,7000.0,32,14,24,12,25,6,59,2,2.5,0
2,2,32,5,4,3,3,6500.0,42,39,8,2,25,13,55,0,4.38,0
3,2,41,0,6,2,1,6600.0,45,6,2,4,100,3,19,0,4.19,0
3,2,39,3,9,1,2,4200.0,38,43,0,6,75,3,68,2,1.22,0
2,1,24,6,5,0,4,7700.0,47,10,27,6,0,7,97,1,2.02,0
5,1,46,2,1,2,3,5200.0,36,9,18,2,50,16,66,2,1.5,1
4,2,37,1,4,0,5,9000.0,50,41,10,4,100,10,82,0,3.05,0
8,1,53,4,1,0,3,5850.0,34,21,2,5,0,15,83,1,1.7,0
0,2,28,4,9,0,5,6750.0,47,33,4,10,100,6,82,2,4.57,0
0,1,38,5,8,1,2,6000.0,40,34,1,2,0,12,68,2,2.08,0
4,2,36,6,3,1,1,6050.0,58,36,24,8,25,5,86,2,3.44,1
5,1,32,4,8,0,5,6750.0,48,13,22,5,50,11,77,0,2.06,0
5,0,27,6,5,2,2,6600.0,59,24,16,3,75,6,41,0,3.99,0
7,1,36,4,6,1,3,5850.0,41,3,24,8,50,3,1,0,2.03,0
6,2,58,6,5,1,4,7700.0,35,5,28,7,75,7,25,1,2.37,0
2,1,46,2,6,0,4,5600.0,40,25,17,1,75,8,14,2,2.63,0
4,2,40,5,6,0,3,6500.0,46,33,25,11,100,5,52,2,1.7,0
3,2,39,2,0,0,4,5600.0,54,37,25,10,100,19,57,2,3.05,0
3,1,49,6,6,0,3,7150.0,56,24,1,12,50,14,71,1,1.06,1
7,2,39,3,5,1,5,5250.0,49,26,4,13,75,14,2,2,2.05,0
5,2,25,5,3,1,2,6000.0,55,25,21,2,100,2,25,1,4.95,0
3,1,27,3,9,2,1,3850.0,54,4,28,7,75,4,78,0,3.94,0
4,2,27,2,0,3,5,6000.0,32,18,18,5,50,16,76,1,4.2,0
5,0,42,1,1,1,3,7800.0,54,1,15,3,75,16,44,0,2.73,0
6,1,34,0,3,2,2,7200.0,46,11,14,3,25,3,20,0,3.62,0
1,1,35,1,3,2,2,7200.0,51,48,17,6,25,4,79,2,3.41,0
7,2,60,0,1,2,3,7800.0,53,13,0,14,25,16,31,0,4.61,0
4,2,33,4,1,2,4,6300.0,56,4,19,13,75,7,41,1,4.98,1
4,1,54,3,0,3,5,5250.0,60,39,12,10,25,2,46,1,1.74,0
3,2,25,3,2,1,4,4900.0,35,16,17,6,50,15,0,2,1.17,0
6,2,35,2,5,1,5,6000.0,37,24,22,0,50,3,10,1,1.42,0
5,1,28,2,1,2,1,4400.0,52,2,3,5,50,10,88,2,2.93,0
4,2,42,1,3,0,3,7800.0,60,12,8,4,75,17,60,2,4.52,0
1,1,29,2,9,1,2,4800.0,32,7,24,2,100,15,40,2,1.52,0
7,1,36,0,6,3,5,9000.0,38,2,29,0,75,12,38,1,3.41,0
6,1,52,3,7,1,4,4900.0,37,10,29,0,50,1,67,2,2.44,0
1,1,47,2,8,1,1,4400.0,59,3,11,14,75,4,99,2,4.26,1
5,2,22,6,3,2,1,6050.0,53,37,8,3,75,6,6,0,2.38,0
0,2,30,4,4,1,5,6750.0,48,13,28,3,50,5,94,0,4.15,0
8,2,23,0,1,2,4,8400.0,35,13,4,2,75,8,29,0,1.92,0
4,2,24,6,8,1,4,7700.0,43,10,27,11,75,12,57,2,2.78,0
7,2,51,6,6,1,4,7700.0,39,17,3,13,25,3,96,1,2.73,0
5,2,53,1,4,1,1,6600.0,58,26,3,11,25,12,41,0,4.09,0
8,2,33,1,1,0,3,7800.0,31,5,22,10,0,9,47,0,1.93,1
1,2,45,0,6,0,4,8400.0,30,33,10,6,0,15,21,2,3.15,0
7,2,58,0,9,0,2,7200.0,47,7,10,12,75,14,6,1,1.2,1
7,1,57,2,7,1,5,6000.0,52,6,2,10,75,3,78,2,2.51,0
2,1,57,6,9,2,3,7150.0,60,20,7,9,75,3,22,0,4.53,0
3,1,40,2,9,0,1,4400.0,44,41,8,2,75,4,68,0,3.91,0
5,2,42,0,0,0,4,8400.0,57,20,20,14,75,12,79,2,1.85,0
6,2,24,4,3,1,5,6750.0,57,43,9,8,75,5,6,2,4.45,1
5,2,38,0,8,0,3,7800.0,41,31,12,10,75,9,64,0,4.2,0
3,1,23,3,8,1,4,4900.0,43,25,14,6,25,14,23,0,4.51,0
5,1,50,1,9,2,4,8400.0,35,42,10,12,100,15,95,2,3.26,0
2,1,51,2,1,1,2,4800.0,54,27,25,6,75,8,48,2,4.14,0
7,2,32,4,9,0,5,6750.0,51,39,26,3,50,11,33,0,3.74,0
8,2,57,2,6,1,3,5200.0,38,10,29,9,25,18,55,2,1.69,0
0,2,32,1,3,1,2,7200.0,34,29,23,2,75,4,54,2,1.02,0
2,0,59,5,3,2,1,5500.0,42,15,7,13,100,17,59,1,1.81,0
3,2,52,2,8,1,1,4400.0,33,5,20,7,25,3,74,2,3.69,0
0,2,25,6,3,2,2,6600.0,38,39,15,5,25,4,49,2,3.58,0
3,1,59,1,6,1,3,7800.0,52,29,3,0,75,2,49,0,2.64,0
6,2,23,2,9,0,1,4400.0,55,36,16,1,100,7,97,1,2.07,0
3,2,47,0,1,0,4,8400.0,41,23,17,6,0,8,66,0,3.49,0
3,2,28,3,0,1,3,4550.0,54,44,21,3,50,1,14,2,2.37,0
0,2,31,4,3,2,4,6300.0,56,41,12,1,100,4,83,0,4.19,0
1,2,37,3,2,1,4,4900.0,40,34,25,13,100,17,66,1,3.67,0
4,0,45,4,1,1,5,6750.0,55,3,11,1,100,12,18,0,3.07,0
4,1,31,3,6,0,4,4900.0,45,41,16,8,0,19,42,2,1.36,0
5,1,23,1,9,3,5,9000.0,44,21,10,10,75,7,20,1,3.49,1
1,2,57,0,6,0,2,7200.0,44,22,14,1,25,11,64,2,4.59,0
4,2,54,2,3,0,1,4400.0,60,19,0,10,25,12,47,1,4.08,1
7,2,42,5,4,0,3,6500.0,48,48,10,4,75,7,11,2,3.16,0
5,1,26,2,8,0,4,5600.0,42,14,17,4,25,10,87,0,4.16,0
4,2,37,0,3,1,1,6600.0,32,5,5,12,25,3,86,2,4.05,0
7,1,48,4,0,1,5,6750.0,52,1,14,9,50,2,99,2,2.06,1
2,2,30,2,2,0,3,5200.0,33,26,19,12,25,12,48,1,1.48,0
2,1,38,6,0,3,2,6600.0,35,6,28,1,75,7,8,1,2.38,0
7,2,58,1,2,0,5,9000.0,46,38,5,0,25,12,52,2,3.04,0
4,2,27,1,8,0,2,7200.0,51,28,2,1,75,13,70,2,2.14,0
5,1,23,0,3,0,5,9000.0,56,48,6,10,25,3,56,2,4.6,0
1,1,38,1,2,0,4,8400.0,31,9,15,6,25,9,3,1,1.67,0
0,2,52,1,9,1,2,7200.0,37,2,6,1,0,19,37,2,4.61,0
6,2,59,0,2,2,5,9000.0,53,5,18,5,75,5,46,1,1.57,0
8,2,26,6,2,1,4,7700.0,31,22,8,12,50,19,70,0,4.29,0
0,1,23,6,4,3,4,7700.0,54,2,5,14,100,1,74,0,4.29,0
4,2,28,0,4,1,3,7800.0,59,26,29,7,0,19,35,1,2.85,0
0,1,26,6,1,2,2,6600.0,50,14,19,5,100,3,75,1,3.46,0
7,1,58,0,9,1,3,7800.0,55,43,16,13,50,10,14,0,4.93,0
2,2,31,6,4,1,2,6600.0,57,39,12,13,100,8,0,0,3.38,0
1,2,39,0,0,1,5,9000.0,38,48,1,4,75,17,90,2,1.38,0
5,1,34,4,0,0,3,5850.0,53,8,6,12,100,17,4,1,4.97,0
8,2,33,1,2,2,2,7200.0,40,10,25,7,100,15,14,0,4.83,0
3,2,29,2,6,1,1,4400.0,41,21,21,12,0,6,45,1,2.17,0
7,2,56,1,6,2,2,7200.0,50,18,6,11,25,17,42,1,1.42,0
5,2,55,2,1,0,5,6000.0,42,17,0,14,75,9,15,2,2.13,0
1,2,53,4,6,1,4,6300.0,35,29,20,6,25,9,77,0,1.73,0
0,2,22,3,7,2,5,5250.0,46,11,25,3,50,12,98,0,1.69,0
2,2,41,3,7,1,5,5250.0,53,39,14,13,25,12,13,1,1.96,1
4,1,29,1,8,1,4,8400.0,49,49,15,8,25,17,72,1,2.03,0
8,1,23,6,0,0,2,6600.0,59,10,12,10,25,14,38,1,1.58,1
1,2,35,1,6,1,1,6600.0,45,16,13,1,75,2,71,0,4.22,0
3,2,26,3,7,2,3,4550.0,53,23,16,2,50,3,87,0,2.05,0
6,1,51,3,8,1,3,4550.0,52,24,3,3,100,6,77,0,4.76,0
2,2,39,3,8,0,3,4550.0,50,33,19,1,75,19,24,2,1.38,1
3,2,28,0,5,1,4,8400.0,52,43,29,0,100,8,56,2,3.72,0
1,1,38,1,7,0,3,7800.0,37,8,25,8,25,18,57,1,4.5,1
5,1,33,1,6,0,2,7200.0,43,10,1,5,100,19,31,0,1.49,0
3,2,53,1,6,1,3,7800.0,38,15,13,13,50,3,81,2,2.23,0
8,2,57,4,8,1,2,5400.0,31,45,12,9,50,12,72,2,2.12,0
5,1,44,4,6,0,2,5400.0,36,38,28,14,0,19,79,2,2.85,0
2,2,22,1,6,1,5,9000.0,50,32,4,8,100,3,95,2,4.77,0
7,2,43,3,3,0,3,4550.0,32,19,24,7,50,11,95,2,4.9,0
4,1,42,0,1,1,1,6600.0,45,4,19,11,50,17,56,1,1.96,0
7,2,47,1,3,2,2,7200.0,47,1,3,5,0,10,1,0,2.23,0
5,1,46,2,8,1,4,5600.0,43,26,0,10,0,12,3,1,4.81,0
5,2,22,3,9,2,1,3850.0,38,6,6,13,50,3,0,1,1.42,0
5,1,29,2,8,1,1,4400.0,39,13,22,1,50,14,91,1,4.19,0
6,2,27,3,0,0,1,3850.0,42,37,11,4,25,15,79,2,4.05,0
7,2,33,0,5,1,1,6600.0,54,38,2,1,0,16,84,2,1.08,0
7,2,55,1,0,1,3,7800.0,47,29,2,6,25,19,84,2,4.72,0
2,1,37,2,8,2,2,4800.0,47,22,0,6,100,5,92,2,1.22,0
7,1,38,0,8,1,4,8400.0,44,45,5,8,50,6,23,0,4.13,0
6,2,35,3,6,1,3,4550.0,37,30,3,6,50,15,73,1,3.84,0
4,1,46,4,2,0,3,5850.0,55,49,0,14,100,11,44,2,1.58,0
8,0,56,1,8,1,4,8400.0,56,47,8,12,0,5,76,2,2.59,1
1,1,24,6,6,1,5,8250.0,58,41,24,6,0,19,10,2,3.73,0
7,2,42,2,1,0,3,5200.0,53,17,28,0,75,18,0,1,3.66,0
5,1,34,6,4,3,5,8250.0,40,0,6,1,100,9,24,2,4.06,0
2,2,43,4,6,1,1,4950.0,50,7,2,10,25,9,52,0,4.53,0
5,2,32,2,9,0,2,4800.0,37,42,14,8,50,4,39,0,2.04,0
2,2,25,5,1,1,1,5500.0,42,23,4,4,100,14,23,2,4.25,0
4,1,22,6,4,1,5,8250.0,58,14,22,4,25,11,66,2,2.07,0
1,2,57,6,4,1,5,8250.0,57,4,27,2,0,9,36,0,2.22,0
4,2,48,2,1,0,4,5600.0,49,39,29,14,0,5,98,0,4.82,0
4,1,36,2,1,1,2,4800.0,54,14,8,2,0,9,64,1,4.97,1
2,2,32,3,7,2,1,3850.0,47,29,12,6,100,19,63,1,1.35,0
0,1,32,5,6,1,4,7000.0,34,25,10,11,75,6,46,1,3.28,0
8,2,31,1,9,1,5,9000.0,34,49,22,14,50,10,41,1,4.05,0
5,1,25,4,9,0,2,5400.0,46,39,0,10,100,6,21,1,1.71,0
2,1,35,0,2,1,5,9000.0,31,21,22,6,50,3,93,1,2.16,0
6,1,40,1,5,0,5,9000.0,48,33,3,5,0,18,60,0,2.01,0
2,2,60,5,7,1,1,5500.0,43,0,13,7,0,4,50,1,3.48,1
6,2,52,6,1,0,5,8250.0,34,43,15,6,25,10,68,2,2.54,1
2,2,30,2,3,0,1,4400.0,45,47,23,3,100,4,13,2,2.74,0
1,2,39,1,3,1,5,9000.0,37,22,17,11,25,2,75,2,4.67,1
0,2,31,0,6,0,1,6600.0,46,11,8,2,50,18,69,2,4.13,0
2,1,22,0,9,1,1,6600.0,35,39,10,14,75,5,49,0,4.73,1
0,1,47,1,2,1,5,9000.0,41,43,11,9,75,7,77,1,4.71,0
1,2,29,0,1,1,2,7200.0,56,42,26,1,50,17,27,2,4.38,0
6,2,25,1,8,1,4,8400.0,49,8,24,12,50,19,37,2,3.38,0
6,2,24,2,0,1,4,5600.0,57,9,29,2,25,9,70,1,4.39,0
1,2,48,4,2,2,3,5850.0,53,31,11,12,100,7,62,2,1.95,0
1,2,56,5,3,0,3,6500.0,42,32,21,10,100,3,85,0,2.95,0
6,2,27,2,3,1,3,5200.0,57,34,29,13,25,6,24,0,1.9,0
5,2,41,5,1,1,2,6000.0,34,24,13,12,0,16,68,1,2.21,0
3,2,57,6,7,2,2,6600.0,58,46,27,13,25,18,75,1,1.84,0
1,0,46,6,3,1,2,6600.0,49,14,9,13,75,2,37,1,3.35,1
0,1,39,5,8,2,2,6000.0,34,39,20,12,50,11,15,0,4.84,0
2,1,50,3,1,0,3,4550.0,39,17,12,6,25,17,37,1,2.23,0
8,1,33,1,3,1,4,8400.0,47,20,22,9,25,2,27,1,2.06,0
1,2,31,3,6,0,5,5250.0,42,0,0,6,75,15,54,0,1.09,0
0,2,34,3,8,0,3,4550.0,58,25,6,14,100,5,9,0,1.51,0
1,1,53,1,0,1,2,7200.0,58,16,22,4,50,5,83,2,1.46,0
6,1,47,5,6,1,3,6500.0,59,38,5,10,0,3,29,2,2.46,0
6,2,24,4,8,1,4,6300.0,57,39,11,8,100,10,32,2,4.29,0
0,1,32,1,8,1,2,7200.0,45,2,11,7,0,3,23,2,2.19,0
4,2,49,2,7,2,2,4800.0,44,6,28,4,25,14,55,1,2.48,0
0,2,54,6,1,2,1,6050.0,47,34,2,7,100,18,77,1,4.13,0
6,2,24,2,0,1,1,4400.0,40,2,20,14,100,9,67,0,3.55,0
2,0,46,3,7,0,3,4550.0,40,23,0,4,25,14,47,2,1.03,1
8,2,50,4,6,2,2,5400.0,52,0,6,0,50,7,7,1,4.52,0
1,2,46,4,9,1,4,6300.0,45,25,10,13,25,4,95,2,4.78,0
4,2,34,1,1,1,2,7200.0,47,36,25,11,75,15,1,2,1.43,0
8,2,36,0,1,0,2,7200.0,52,35,22,13,50,1,9,1,2.25,0
1,1,58,5,1,1,2,6000.0,44,9,24,2,50,1,9,2,2.46,0
0,2,56,4,2,1,4,6300.0,50,6,12,12,100,13,45,1,2.55,0
2,2,39,2,6,1,2,4800.0,49,20,8,1,50,11,75,1,4.49,0
7,2,45,2,5,0,5,6000.0,57,43,29,14,0,5,14,2,4.57,0
6,2,33,0,5,1,2,7200.0,45,38,8,6,75,5,41,0,1.52,0
3,1,23,3,9,1,4,4900.0,56,47,1,10,50,11,33,1,3.06,0
5,2,42,2,9,2,1,4400.0,43,25,28,10,25,6,78,1,3.26,0
4,2,46,1,4,1,4,8400.0,60,44,16,3,0,19,56,2,2.15,0
0,1,40,2,2,2,5,6000.0,32,25,11,13,100,12,29,2,2.86,0
6,2,27,2,3,1,5,6000.0,39,24,19,14,75,9,41,0,3.5,0
6,2,47,5,6,0,4,7000.0,42,16,3,5,75,8,78,0,1.09,0
8,1,54,2,3,1,5,6000.0,56,21,29,10,25,15,21,1,1.58,0
5,1,57,4,7,0,5,6750.0,33,18,1,4,25,12,54,2,1.13,0
1,1,52,2,4,0,5,6000.0,59,2,17,9,50,3,45,2,2.89,0
6,1,34,0,0,1,2,7200.0,57,45,29,0,25,19,6,1,3.64,0
3,2,44,5,1,1,5,7500.0,36,8,10,1,25,19,65,1,4.58,0
0,2,24,5,2,0,4,7000.0,42,48,27,10,25,6,0,2,4.54,0
3,1,35,3,9,2,5,5250.0,32,30,13,4,0,7,3,2,3.27,0
0,1,22,4,0,1,2,5400.0,52,37,29,10,0,13,69,1,3.24,0
2,1,43,1,2,1,3,7800.0,35,16,4,3,75,12,9,0,4.35,0
8,1,26,6,6,2,1,6050.0,38,45,15,4,25,1,14,2,2.53,1
5,2,24,3,9,1,2,4200.0,54,19,12,7,0,19,11,2,4.7,0
7,1,30,2,2,2,1,4400.0,57,12,15,12,75,2,55,2,1.42,0
2,1,52,0,2,0,4,8400.0,34,33,5,10,75,8,32,1,3.82,0
5,2,46,6,9,1,2,6600.0,35,43,8,2,75,7,64,1,2.18,0
0,2,49,3,5,0,4,4900.0,42,28,18,5,100,8,0,1,1.36,1
6,2,31,3,1,0,5,5250.0,35,44,7,0,0,1,42,2,4.65,0
0,1,37,3,1,0,4,4900.0,55,20,13,14,25,13,40,2,3.29,0
3,1,53,3,2,1,3,4550.0,52,10,17,5,0,5,44,0,1.58,0
4,1,46,1,1,1,5,9000.0,44,40,9,5,0,6,32,0,2.33,0
6,2,36,5,9,2,1,5500.0,41,1,22,12,75,7,29,1,2.6,0
0,1,43,2,4,1,4,5600.0,54,45,17,1,75,4,94,1,4.18,0
2,1,52,6,4,1,5,8250.0,30,40,11,3,0,6,86,2,3.8,0
1,1,35,4,7,0,2,5400.0,32,32,11,7,50,17,75,0,4.23,0
2,1,46,0,5,1,2,7200.0,41,19,10,3,75,19,37,2,1.38,0
0,1,31,4,2,0,3,5850.0,34,11,27,3,50,5,89,1,3.18,0
5,1,31,3,7,1,4,4900.0,31,7,16,9,50,18,82,2,2.14,0
2,2,41,2,8,1,3,5200.0,46,45,21,14,75,15,50,0,2.5,0
1,2,50,3,0,0,3,4550.0,56,2,5,12,75,11,44,0,4.33,0
7,1,22,4,0,0,3,5850.0,33,21,7,6,0,11,26,0,1.22,0
2,1,56,3,0,0,1,3850.0,35,13,20,6,0,14,3,1,3.17,0
8,2,42,4,7,1,2,5400.0,49,14,27,5,25,12,96,0,4.81,0
5,1,53,0,7,1,2,7200.0,45,48,1,7,100,17,36,0,3.39,0
2,2,36,5,0,1,1,5500.0,39,9,19,6,75,3,34,2,3.74,0
3,2,31,0,7,1,4,8400.0,36,19,28,7,25,19,18,1,4.28,0
5,1,42,2,4,3,5,6000.0,45,48,9,7,0,8,98,0,1.51,0
6,0,58,1,4,1,2,7200.0,58,37,18,9,25,19,7,2,1.77,0
8,2,56,6,8,1,1,6050.0,55,10,15,4,50,3,31,0,3.18,1
6,1,31,0,2,0,2,7200.0,39,35,24,0,25,7,65,0,3.48,0
2,1,34,6,1,1,2,6600.0,53,6,0,10,0,10,23,1,1.4,0
2,1,55,3,1,0,4,4900.0,51,9,18,10,0,8,35,0,4.27,0
6,1,23,4,3,0,4,6300.0,40,44,20,2,50,2,76,0,3.39,0
4,0,60,5,2,1,2,6000.0,56,7,5,5,50,4,16,0,3.03,0
2,1,55,6,0,1,3,7150.0,35,8,10,12,100,14,53,2,3.05,0
2,2,44,1,1,0,5,9000.0,36,29,12,2,25,19,85,1,4.61,0
0,1,52,5,7,1,5,7500.0,38,16,14,13,0,5,46,2,3.11,0
0,2,30,1,0,0,2,7200.0,47,10,29,7,100,2,7,1,2.07,0
0,1,59,6,4,1,3,7150.0,48,27,16,4,0,6,97,1,1.89,0
4,1,48,5,6,1,3,6500.0,38,40,5,6,25,7,13,1,3.72,0
5,1,23,1,4,0,1,6600.0,54,16,7,7,75,2,62,2,3.58,0
0,1,41,6,8,0,5,8250.0,41,14,18,13,75,7,26,0,2.12,0
4,1,50,1,6,1,5,9000.0,41,6,18,14,50,4,40,2,1.4,0
6,2,31,3,0,2,4,4900.0,34,12,28,10,50,15,31,2,1.59,0
7,2,31,6,7,1,4,7700.0,47,21,17,12,50,9,19,2,3.73,0
5,1,58,1,9,1,2,7200.0,34,42,12,2,75,2,63,1,1.91,0
3,2,29,6,4,2,5,8250.0,57,5,4,8,0,18,45,2,2.67,0
7,2,32,5,3,2,2,6000.0,41,4,28,10,100,12,26,1,4.74,0
8,2,50,3,8,1,3,4550.0,55,47,27,12,0,16,56,2,2.94,0
8,1,53,3,9,1,1,3850.0,31,18,17,8,75,9,58,0,4.41,0
8,2,40,5,7,1,5,7500.0,39,32,10,11,50,3,47,1,2.11,0
5,1,33,5,3,2,2,6000.0,59,39,3,1,25,8,93,1,1.59,0
3,2,60,4,1,1,1,4950.0,40,41,12,14,0,12,23,0,4.36,0
8,2,26,2,1,2,1,4400.0,41,10,21,9,50,13,29,2,1.42,0
6,2,26,4,2,1,2,5400.0,43,17,24,14,50,10,73,1,4.66,0
2,1,44,4,3,1,3,5850.0,48,20,2,3,100,18,17,0,4.3,0
2,1,22,2,6,1,4,5600.0,55,2,19,13,100,12,99,1,3.87,1
0,1,48,0,2,3,2,7200.0,36,17,3,13,75,11,37,2,3.3,0
7,1,43,0,6,1,5,9000.0,38,45,1,10,50,4,96,2,1.16,0
